athlete_name,gender,course_a,year_a,time_a,course_b,year_b,time_b,delta_seconds,months_between
Aliphine DAmato #0327,W,boston,2024,7972,nyc,2024,8205,233,6.64
Aliphine DAmato #0327,W,london,2024,8153,chicago,2024,7973,-180,5.75
Aliphine DAmato #0327,W,london,2024,8153,nyc,2024,8205,52,6.44
Aliphine DAmato #0327,W,chicago,2024,7973,nyc,2024,8205,232,0.69
Aliphine Dereje #0088,W,tokyo,2015,7840,boston,2015,8078,238,1.87
Aliphine Dereje #0088,W,tokyo,2015,7840,berlin,2015,8121,281,7.13
Aliphine Dereje #0088,W,tokyo,2015,7840,chicago,2015,8036,196,7.59
Aliphine Dereje #0088,W,tokyo,2015,7840,nyc,2015,7931,91,8.28
Aliphine Dereje #0088,W,boston,2015,8078,berlin,2015,8121,43,5.26
Aliphine Dereje #0088,W,boston,2015,8078,chicago,2015,8036,-42,5.72
Aliphine Dereje #0088,W,boston,2015,8078,nyc,2015,7931,-147,6.41
Aliphine Dereje #0088,W,boston,2015,8078,chicago,2016,8107,29,17.67
Aliphine Dereje #0088,W,berlin,2015,8121,chicago,2015,8036,-85,0.46
Aliphine Dereje #0088,W,berlin,2015,8121,nyc,2015,7931,-190,1.15
Aliphine Dereje #0088,W,berlin,2015,8121,chicago,2016,8107,-14,12.42
Aliphine Dereje #0088,W,berlin,2015,8121,nyc,2016,8163,42,13.34
Aliphine Dereje #0088,W,berlin,2015,8121,tokyo,2017,7957,-164,17.02
Aliphine Dereje #0088,W,chicago,2015,8036,nyc,2015,7931,-105,0.69
Aliphine Dereje #0088,W,chicago,2015,8036,nyc,2016,8163,127,12.88
Aliphine Dereje #0088,W,chicago,2015,8036,tokyo,2017,7957,-79,16.56
Aliphine Dereje #0088,W,nyc,2015,7931,chicago,2016,8107,176,11.27
Aliphine Dereje #0088,W,nyc,2015,7931,tokyo,2017,7957,26,15.87
Aliphine Dereje #0088,W,nyc,2015,7931,boston,2017,8489,558,17.51
Aliphine Dereje #0088,W,nyc,2015,7931,london,2017,8127,196,17.71
Aliphine Dereje #0088,W,chicago,2016,8107,nyc,2016,8163,56,0.92
Aliphine Dereje #0088,W,chicago,2016,8107,tokyo,2017,7957,-150,4.6
Aliphine Dereje #0088,W,chicago,2016,8107,boston,2017,8489,382,6.24
Aliphine Dereje #0088,W,chicago,2016,8107,london,2017,8127,20,6.44
Aliphine Dereje #0088,W,chicago,2016,8107,nyc,2017,8292,185,12.88
Aliphine Dereje #0088,W,chicago,2016,8107,tokyo,2018,7900,-207,16.56
Aliphine Dereje #0088,W,nyc,2016,8163,tokyo,2017,7957,-206,3.68
Aliphine Dereje #0088,W,nyc,2016,8163,boston,2017,8489,326,5.32
Aliphine Dereje #0088,W,nyc,2016,8163,london,2017,8127,-36,5.52
Aliphine Dereje #0088,W,nyc,2016,8163,chicago,2017,8225,62,11.04
Aliphine Dereje #0088,W,nyc,2016,8163,tokyo,2018,7900,-263,15.64
Aliphine Dereje #0088,W,nyc,2016,8163,boston,2018,8361,198,17.28
Aliphine Dereje #0088,W,nyc,2016,8163,london,2018,8511,348,17.48
Aliphine Dereje #0088,W,tokyo,2017,7957,boston,2017,8489,532,1.64
Aliphine Dereje #0088,W,tokyo,2017,7957,london,2017,8127,170,1.84
Aliphine Dereje #0088,W,tokyo,2017,7957,chicago,2017,8225,268,7.36
Aliphine Dereje #0088,W,tokyo,2017,7957,nyc,2017,8292,335,8.28
Aliphine Dereje #0088,W,tokyo,2017,7957,boston,2018,8361,404,13.6
Aliphine Dereje #0088,W,tokyo,2017,7957,london,2018,8511,554,13.8
Aliphine Dereje #0088,W,boston,2017,8489,london,2017,8127,-362,0.2
Aliphine Dereje #0088,W,boston,2017,8489,chicago,2017,8225,-264,5.72
Aliphine Dereje #0088,W,boston,2017,8489,nyc,2017,8292,-197,6.64
Aliphine Dereje #0088,W,boston,2017,8489,tokyo,2018,7900,-589,10.32
Aliphine Dereje #0088,W,boston,2017,8489,london,2018,8511,22,12.16
Aliphine Dereje #0088,W,boston,2017,8489,berlin,2018,8210,-279,16.98
Aliphine Dereje #0088,W,london,2017,8127,chicago,2017,8225,98,5.52
Aliphine Dereje #0088,W,london,2017,8127,nyc,2017,8292,165,6.44
Aliphine Dereje #0088,W,london,2017,8127,tokyo,2018,7900,-227,10.12
Aliphine Dereje #0088,W,london,2017,8127,boston,2018,8361,234,11.76
Aliphine Dereje #0088,W,london,2017,8127,berlin,2018,8210,83,16.79
Aliphine Dereje #0088,W,chicago,2017,8225,nyc,2017,8292,67,0.92
Aliphine Dereje #0088,W,chicago,2017,8225,tokyo,2018,7900,-325,4.6
Aliphine Dereje #0088,W,chicago,2017,8225,boston,2018,8361,136,6.24
Aliphine Dereje #0088,W,chicago,2017,8225,london,2018,8511,286,6.44
Aliphine Dereje #0088,W,chicago,2017,8225,berlin,2018,8210,-15,11.27
Aliphine Dereje #0088,W,chicago,2017,8225,nyc,2018,8010,-215,12.88
Aliphine Dereje #0088,W,chicago,2017,8225,tokyo,2019,7850,-375,16.79
Aliphine Dereje #0088,W,nyc,2017,8292,tokyo,2018,7900,-392,3.68
Aliphine Dereje #0088,W,nyc,2017,8292,boston,2018,8361,69,5.32
Aliphine Dereje #0088,W,nyc,2017,8292,london,2018,8511,219,5.52
Aliphine Dereje #0088,W,nyc,2017,8292,berlin,2018,8210,-82,10.35
Aliphine Dereje #0088,W,nyc,2017,8292,tokyo,2019,7850,-442,15.87
Aliphine Dereje #0088,W,nyc,2017,8292,boston,2019,8217,-75,17.28
Aliphine Dereje #0088,W,nyc,2017,8292,london,2019,8270,-22,17.71
Aliphine Dereje #0088,W,tokyo,2018,7900,boston,2018,8361,461,1.64
Aliphine Dereje #0088,W,tokyo,2018,7900,london,2018,8511,611,1.84
Aliphine Dereje #0088,W,tokyo,2018,7900,berlin,2018,8210,310,6.67
Aliphine Dereje #0088,W,tokyo,2018,7900,nyc,2018,8010,110,8.28
Aliphine Dereje #0088,W,tokyo,2018,7900,boston,2019,8217,317,13.6
Aliphine Dereje #0088,W,tokyo,2018,7900,london,2019,8270,370,14.03
Aliphine Dereje #0088,W,boston,2018,8361,london,2018,8511,150,0.2
Aliphine Dereje #0088,W,boston,2018,8361,berlin,2018,8210,-151,5.03
Aliphine Dereje #0088,W,boston,2018,8361,nyc,2018,8010,-351,6.64
Aliphine Dereje #0088,W,boston,2018,8361,tokyo,2019,7850,-511,10.55
Aliphine Dereje #0088,W,boston,2018,8361,london,2019,8270,-91,12.39
Aliphine Dereje #0088,W,boston,2018,8361,chicago,2019,8195,-166,17.9
Aliphine Dereje #0088,W,london,2018,8511,berlin,2018,8210,-301,4.83
Aliphine Dereje #0088,W,london,2018,8511,nyc,2018,8010,-501,6.44
Aliphine Dereje #0088,W,london,2018,8511,tokyo,2019,7850,-661,10.35
Aliphine Dereje #0088,W,london,2018,8511,boston,2019,8217,-294,11.76
Aliphine Dereje #0088,W,london,2018,8511,chicago,2019,8195,-316,17.71
Aliphine Dereje #0088,W,berlin,2018,8210,nyc,2018,8010,-200,1.61
Aliphine Dereje #0088,W,berlin,2018,8210,tokyo,2019,7850,-360,5.52
Aliphine Dereje #0088,W,berlin,2018,8210,boston,2019,8217,7,6.93
Aliphine Dereje #0088,W,berlin,2018,8210,london,2019,8270,60,7.36
Aliphine Dereje #0088,W,berlin,2018,8210,chicago,2019,8195,-15,12.88
Aliphine Dereje #0088,W,berlin,2018,8210,nyc,2019,8009,-201,13.57
Aliphine Dereje #0088,W,nyc,2018,8010,tokyo,2019,7850,-160,3.91
Aliphine Dereje #0088,W,nyc,2018,8010,boston,2019,8217,207,5.32
Aliphine Dereje #0088,W,nyc,2018,8010,london,2019,8270,260,5.75
Aliphine Dereje #0088,W,nyc,2018,8010,chicago,2019,8195,185,11.27
Aliphine Dereje #0088,W,tokyo,2019,7850,boston,2019,8217,367,1.41
Aliphine Dereje #0088,W,tokyo,2019,7850,london,2019,8270,420,1.84
Aliphine Dereje #0088,W,tokyo,2019,7850,chicago,2019,8195,345,7.36
Aliphine Dereje #0088,W,tokyo,2019,7850,nyc,2019,8009,159,8.05
Aliphine Dereje #0088,W,boston,2019,8217,london,2019,8270,53,0.43
Aliphine Dereje #0088,W,boston,2019,8217,chicago,2019,8195,-22,5.95
Aliphine Dereje #0088,W,boston,2019,8217,nyc,2019,8009,-208,6.64
Aliphine Dereje #0088,W,london,2019,8270,chicago,2019,8195,-75,5.52
Aliphine Dereje #0088,W,london,2019,8270,nyc,2019,8009,-261,6.21
Aliphine Dereje #0088,W,chicago,2019,8195,nyc,2019,8009,-186,0.69
Aliphine Dereje #0088,W,berlin,2021,8097,chicago,2021,8170,73,0.46
Aliphine Dereje #0088,W,berlin,2021,8097,boston,2021,8143,46,0.49
Aliphine Dereje #0088,W,berlin,2021,8097,tokyo,2021,8321,224,0.69
Aliphine Dereje #0088,W,berlin,2021,8097,nyc,2021,8166,69,1.38
Aliphine Dereje #0088,W,berlin,2021,8097,tokyo,2022,8051,-46,5.29
Aliphine Dereje #0088,W,berlin,2021,8097,boston,2022,8196,99,6.7
Aliphine Dereje #0088,W,berlin,2021,8097,chicago,2022,8105,8,12.42
Aliphine Dereje #0088,W,chicago,2021,8170,boston,2021,8143,-27,0.03
Aliphine Dereje #0088,W,chicago,2021,8170,tokyo,2021,8321,151,0.23
Aliphine Dereje #0088,W,chicago,2021,8170,nyc,2021,8166,-4,0.92
Aliphine Dereje #0088,W,chicago,2021,8170,tokyo,2022,8051,-119,4.83
Aliphine Dereje #0088,W,chicago,2021,8170,boston,2022,8196,26,6.24
Aliphine Dereje #0088,W,chicago,2021,8170,berlin,2022,8257,87,11.5
Aliphine Dereje #0088,W,boston,2021,8143,tokyo,2021,8321,178,0.2
Aliphine Dereje #0088,W,boston,2021,8143,nyc,2021,8166,23,0.89
Aliphine Dereje #0088,W,boston,2021,8143,tokyo,2022,8051,-92,4.8
Aliphine Dereje #0088,W,boston,2021,8143,berlin,2022,8257,114,11.47
Aliphine Dereje #0088,W,boston,2021,8143,chicago,2022,8105,-38,11.93
Aliphine Dereje #0088,W,tokyo,2021,8321,nyc,2021,8166,-155,0.69
Aliphine Dereje #0088,W,tokyo,2021,8321,boston,2022,8196,-125,6.01
Aliphine Dereje #0088,W,tokyo,2021,8321,berlin,2022,8257,-64,11.27
Aliphine Dereje #0088,W,tokyo,2021,8321,chicago,2022,8105,-216,11.73
Aliphine Dereje #0088,W,tokyo,2021,8321,boston,2023,8331,10,17.97
Aliphine Dereje #0088,W,nyc,2021,8166,tokyo,2022,8051,-115,3.91
Aliphine Dereje #0088,W,nyc,2021,8166,boston,2022,8196,30,5.32
Aliphine Dereje #0088,W,nyc,2021,8166,berlin,2022,8257,91,10.58
Aliphine Dereje #0088,W,nyc,2021,8166,chicago,2022,8105,-61,11.04
Aliphine Dereje #0088,W,nyc,2021,8166,boston,2023,8331,165,17.28
Aliphine Dereje #0088,W,nyc,2021,8166,london,2023,8044,-122,17.48
Aliphine Dereje #0088,W,tokyo,2022,8051,boston,2022,8196,145,1.41
Aliphine Dereje #0088,W,tokyo,2022,8051,berlin,2022,8257,206,6.67
Aliphine Dereje #0088,W,tokyo,2022,8051,chicago,2022,8105,54,7.13
Aliphine Dereje #0088,W,tokyo,2022,8051,boston,2023,8331,280,13.37
Aliphine Dereje #0088,W,tokyo,2022,8051,london,2023,8044,-7,13.57
Aliphine Dereje #0088,W,boston,2022,8196,berlin,2022,8257,61,5.26
Aliphine Dereje #0088,W,boston,2022,8196,chicago,2022,8105,-91,5.72
Aliphine Dereje #0088,W,boston,2022,8196,london,2023,8044,-152,12.16
Aliphine Dereje #0088,W,berlin,2022,8257,chicago,2022,8105,-152,0.46
Aliphine Dereje #0088,W,berlin,2022,8257,boston,2023,8331,74,6.7
Aliphine Dereje #0088,W,berlin,2022,8257,london,2023,8044,-213,6.9
Aliphine Dereje #0088,W,berlin,2022,8257,nyc,2023,8077,-180,13.34
Aliphine Dereje #0088,W,berlin,2022,8257,tokyo,2024,8146,-111,17.25
Aliphine Dereje #0088,W,chicago,2022,8105,boston,2023,8331,226,6.24
Aliphine Dereje #0088,W,chicago,2022,8105,london,2023,8044,-61,6.44
Aliphine Dereje #0088,W,chicago,2022,8105,nyc,2023,8077,-28,12.88
Aliphine Dereje #0088,W,chicago,2022,8105,tokyo,2024,8146,41,16.79
Aliphine Dereje #0088,W,boston,2023,8331,london,2023,8044,-287,0.2
Aliphine Dereje #0088,W,boston,2023,8331,nyc,2023,8077,-254,6.64
Aliphine Dereje #0088,W,boston,2023,8331,tokyo,2024,8146,-185,10.55
Aliphine Dereje #0088,W,boston,2023,8331,berlin,2024,8117,-214,17.44
Aliphine Dereje #0088,W,boston,2023,8331,chicago,2024,7847,-484,17.9
Aliphine Dereje #0088,W,london,2023,8044,nyc,2023,8077,33,6.44
Aliphine Dereje #0088,W,london,2023,8044,tokyo,2024,8146,102,10.35
Aliphine Dereje #0088,W,london,2023,8044,boston,2024,8079,35,11.76
Aliphine Dereje #0088,W,london,2023,8044,berlin,2024,8117,73,17.25
Aliphine Dereje #0088,W,london,2023,8044,chicago,2024,7847,-197,17.71
Aliphine Dereje #0088,W,nyc,2023,8077,tokyo,2024,8146,69,3.91
Aliphine Dereje #0088,W,nyc,2023,8077,boston,2024,8079,2,5.32
Aliphine Dereje #0088,W,nyc,2023,8077,berlin,2024,8117,40,10.81
Aliphine Dereje #0088,W,nyc,2023,8077,chicago,2024,7847,-230,11.27
Aliphine Dereje #0088,W,tokyo,2024,8146,boston,2024,8079,-67,1.41
Aliphine Dereje #0088,W,tokyo,2024,8146,berlin,2024,8117,-29,6.9
Aliphine Dereje #0088,W,tokyo,2024,8146,chicago,2024,7847,-299,7.36
Aliphine Dereje #0088,W,tokyo,2024,8146,nyc,2024,8153,7,8.05
Aliphine Dereje #0088,W,boston,2024,8079,berlin,2024,8117,38,5.49
Aliphine Dereje #0088,W,boston,2024,8079,chicago,2024,7847,-232,5.95
Aliphine Dereje #0088,W,boston,2024,8079,nyc,2024,8153,74,6.64
Aliphine Dereje #0088,W,berlin,2024,8117,chicago,2024,7847,-270,0.46
Aliphine Dereje #0088,W,berlin,2024,8117,nyc,2024,8153,36,1.15
Aliphine Dereje #0088,W,chicago,2024,7847,nyc,2024,8153,306,0.69
Aliphine Hassan #0313,W,tokyo,2015,8025,boston,2015,8056,31,1.87
Aliphine Hassan #0313,W,tokyo,2015,8025,london,2015,8115,90,2.07
Aliphine Hassan #0313,W,tokyo,2015,8025,berlin,2015,8222,197,7.13
Aliphine Hassan #0313,W,tokyo,2015,8025,boston,2016,8102,77,13.83
Aliphine Hassan #0313,W,tokyo,2015,8025,london,2016,8032,7,14.03
Aliphine Hassan #0313,W,boston,2015,8056,london,2015,8115,59,0.2
Aliphine Hassan #0313,W,boston,2015,8056,berlin,2015,8222,166,5.26
Aliphine Hassan #0313,W,boston,2015,8056,tokyo,2016,7889,-167,10.32
Aliphine Hassan #0313,W,boston,2015,8056,london,2016,8032,-24,12.16
Aliphine Hassan #0313,W,boston,2015,8056,berlin,2016,8167,111,17.21
Aliphine Hassan #0313,W,boston,2015,8056,chicago,2016,8153,97,17.67
Aliphine Hassan #0313,W,london,2015,8115,berlin,2015,8222,107,5.06
Aliphine Hassan #0313,W,london,2015,8115,tokyo,2016,7889,-226,10.12
Aliphine Hassan #0313,W,london,2015,8115,boston,2016,8102,-13,11.76
Aliphine Hassan #0313,W,london,2015,8115,berlin,2016,8167,52,17.02
Aliphine Hassan #0313,W,london,2015,8115,chicago,2016,8153,38,17.48
Aliphine Hassan #0313,W,berlin,2015,8222,tokyo,2016,7889,-333,5.06
Aliphine Hassan #0313,W,berlin,2015,8222,boston,2016,8102,-120,6.7
Aliphine Hassan #0313,W,berlin,2015,8222,london,2016,8032,-190,6.9
Aliphine Hassan #0313,W,berlin,2015,8222,chicago,2016,8153,-69,12.42
Aliphine Hassan #0313,W,berlin,2015,8222,nyc,2016,8019,-203,13.34
Aliphine Hassan #0313,W,berlin,2015,8222,tokyo,2017,7825,-397,17.02
Aliphine Hassan #0313,W,tokyo,2016,7889,boston,2016,8102,213,1.64
Aliphine Hassan #0313,W,tokyo,2016,7889,london,2016,8032,143,1.84
Aliphine Hassan #0313,W,tokyo,2016,7889,berlin,2016,8167,278,6.9
Aliphine Hassan #0313,W,tokyo,2016,7889,chicago,2016,8153,264,7.36
Aliphine Hassan #0313,W,tokyo,2016,7889,nyc,2016,8019,130,8.28
Aliphine Hassan #0313,W,tokyo,2016,7889,boston,2017,8546,657,13.6
Aliphine Hassan #0313,W,tokyo,2016,7889,london,2017,8032,143,13.8
Aliphine Hassan #0313,W,boston,2016,8102,london,2016,8032,-70,0.2
Aliphine Hassan #0313,W,boston,2016,8102,berlin,2016,8167,65,5.26
Aliphine Hassan #0313,W,boston,2016,8102,chicago,2016,8153,51,5.72
Aliphine Hassan #0313,W,boston,2016,8102,nyc,2016,8019,-83,6.64
Aliphine Hassan #0313,W,boston,2016,8102,tokyo,2017,7825,-277,10.32
Aliphine Hassan #0313,W,boston,2016,8102,london,2017,8032,-70,12.16
Aliphine Hassan #0313,W,boston,2016,8102,chicago,2017,8061,-41,17.67
Aliphine Hassan #0313,W,london,2016,8032,berlin,2016,8167,135,5.06
Aliphine Hassan #0313,W,london,2016,8032,chicago,2016,8153,121,5.52
Aliphine Hassan #0313,W,london,2016,8032,nyc,2016,8019,-13,6.44
Aliphine Hassan #0313,W,london,2016,8032,tokyo,2017,7825,-207,10.12
Aliphine Hassan #0313,W,london,2016,8032,boston,2017,8546,514,11.76
Aliphine Hassan #0313,W,london,2016,8032,chicago,2017,8061,29,17.48
Aliphine Hassan #0313,W,berlin,2016,8167,chicago,2016,8153,-14,0.46
Aliphine Hassan #0313,W,berlin,2016,8167,nyc,2016,8019,-148,1.38
Aliphine Hassan #0313,W,berlin,2016,8167,tokyo,2017,7825,-342,5.06
Aliphine Hassan #0313,W,berlin,2016,8167,boston,2017,8546,379,6.7
Aliphine Hassan #0313,W,berlin,2016,8167,london,2017,8032,-135,6.9
Aliphine Hassan #0313,W,berlin,2016,8167,chicago,2017,8061,-106,12.42
Aliphine Hassan #0313,W,berlin,2016,8167,nyc,2017,8188,21,13.34
Aliphine Hassan #0313,W,berlin,2016,8167,tokyo,2018,8083,-84,17.02
Aliphine Hassan #0313,W,chicago,2016,8153,nyc,2016,8019,-134,0.92
Aliphine Hassan #0313,W,chicago,2016,8153,tokyo,2017,7825,-328,4.6
Aliphine Hassan #0313,W,chicago,2016,8153,boston,2017,8546,393,6.24
Aliphine Hassan #0313,W,chicago,2016,8153,london,2017,8032,-121,6.44
Aliphine Hassan #0313,W,chicago,2016,8153,nyc,2017,8188,35,12.88
Aliphine Hassan #0313,W,chicago,2016,8153,tokyo,2018,8083,-70,16.56
Aliphine Hassan #0313,W,nyc,2016,8019,tokyo,2017,7825,-194,3.68
Aliphine Hassan #0313,W,nyc,2016,8019,boston,2017,8546,527,5.32
Aliphine Hassan #0313,W,nyc,2016,8019,london,2017,8032,13,5.52
Aliphine Hassan #0313,W,nyc,2016,8019,chicago,2017,8061,42,11.04
Aliphine Hassan #0313,W,nyc,2016,8019,tokyo,2018,8083,64,15.64
Aliphine Hassan #0313,W,nyc,2016,8019,boston,2018,8210,191,17.28
Aliphine Hassan #0313,W,nyc,2016,8019,london,2018,8521,502,17.48
Aliphine Hassan #0313,W,tokyo,2017,7825,boston,2017,8546,721,1.64
Aliphine Hassan #0313,W,tokyo,2017,7825,london,2017,8032,207,1.84
Aliphine Hassan #0313,W,tokyo,2017,7825,chicago,2017,8061,236,7.36
Aliphine Hassan #0313,W,tokyo,2017,7825,nyc,2017,8188,363,8.28
Aliphine Hassan #0313,W,tokyo,2017,7825,boston,2018,8210,385,13.6
Aliphine Hassan #0313,W,tokyo,2017,7825,london,2018,8521,696,13.8
Aliphine Hassan #0313,W,boston,2017,8546,london,2017,8032,-514,0.2
Aliphine Hassan #0313,W,boston,2017,8546,chicago,2017,8061,-485,5.72
Aliphine Hassan #0313,W,boston,2017,8546,nyc,2017,8188,-358,6.64
Aliphine Hassan #0313,W,boston,2017,8546,tokyo,2018,8083,-463,10.32
Aliphine Hassan #0313,W,boston,2017,8546,london,2018,8521,-25,12.16
Aliphine Hassan #0313,W,boston,2017,8546,berlin,2018,8146,-400,16.98
Aliphine Hassan #0313,W,boston,2017,8546,chicago,2018,8055,-491,17.67
Aliphine Hassan #0313,W,london,2017,8032,chicago,2017,8061,29,5.52
Aliphine Hassan #0313,W,london,2017,8032,nyc,2017,8188,156,6.44
Aliphine Hassan #0313,W,london,2017,8032,tokyo,2018,8083,51,10.12
Aliphine Hassan #0313,W,london,2017,8032,boston,2018,8210,178,11.76
Aliphine Hassan #0313,W,london,2017,8032,berlin,2018,8146,114,16.79
Aliphine Hassan #0313,W,london,2017,8032,chicago,2018,8055,23,17.48
Aliphine Hassan #0313,W,chicago,2017,8061,nyc,2017,8188,127,0.92
Aliphine Hassan #0313,W,chicago,2017,8061,tokyo,2018,8083,22,4.6
Aliphine Hassan #0313,W,chicago,2017,8061,boston,2018,8210,149,6.24
Aliphine Hassan #0313,W,chicago,2017,8061,london,2018,8521,460,6.44
Aliphine Hassan #0313,W,chicago,2017,8061,berlin,2018,8146,85,11.27
Aliphine Hassan #0313,W,chicago,2017,8061,tokyo,2019,8058,-3,16.79
Aliphine Hassan #0313,W,nyc,2017,8188,tokyo,2018,8083,-105,3.68
Aliphine Hassan #0313,W,nyc,2017,8188,boston,2018,8210,22,5.32
Aliphine Hassan #0313,W,nyc,2017,8188,london,2018,8521,333,5.52
Aliphine Hassan #0313,W,nyc,2017,8188,berlin,2018,8146,-42,10.35
Aliphine Hassan #0313,W,nyc,2017,8188,chicago,2018,8055,-133,11.04
Aliphine Hassan #0313,W,nyc,2017,8188,tokyo,2019,8058,-130,15.87
Aliphine Hassan #0313,W,nyc,2017,8188,boston,2019,8178,-10,17.28
Aliphine Hassan #0313,W,nyc,2017,8188,london,2019,8191,3,17.71
Aliphine Hassan #0313,W,tokyo,2018,8083,boston,2018,8210,127,1.64
Aliphine Hassan #0313,W,tokyo,2018,8083,london,2018,8521,438,1.84
Aliphine Hassan #0313,W,tokyo,2018,8083,berlin,2018,8146,63,6.67
Aliphine Hassan #0313,W,tokyo,2018,8083,chicago,2018,8055,-28,7.36
Aliphine Hassan #0313,W,tokyo,2018,8083,boston,2019,8178,95,13.6
Aliphine Hassan #0313,W,tokyo,2018,8083,london,2019,8191,108,14.03
Aliphine Hassan #0313,W,boston,2018,8210,london,2018,8521,311,0.2
Aliphine Hassan #0313,W,boston,2018,8210,berlin,2018,8146,-64,5.03
Aliphine Hassan #0313,W,boston,2018,8210,chicago,2018,8055,-155,5.72
Aliphine Hassan #0313,W,boston,2018,8210,tokyo,2019,8058,-152,10.55
Aliphine Hassan #0313,W,boston,2018,8210,london,2019,8191,-19,12.39
Aliphine Hassan #0313,W,boston,2018,8210,berlin,2019,8104,-106,17.44
Aliphine Hassan #0313,W,boston,2018,8210,chicago,2019,8078,-132,17.9
Aliphine Hassan #0313,W,london,2018,8521,berlin,2018,8146,-375,4.83
Aliphine Hassan #0313,W,london,2018,8521,chicago,2018,8055,-466,5.52
Aliphine Hassan #0313,W,london,2018,8521,tokyo,2019,8058,-463,10.35
Aliphine Hassan #0313,W,london,2018,8521,boston,2019,8178,-343,11.76
Aliphine Hassan #0313,W,london,2018,8521,berlin,2019,8104,-417,17.25
Aliphine Hassan #0313,W,london,2018,8521,chicago,2019,8078,-443,17.71
Aliphine Hassan #0313,W,berlin,2018,8146,chicago,2018,8055,-91,0.69
Aliphine Hassan #0313,W,berlin,2018,8146,tokyo,2019,8058,-88,5.52
Aliphine Hassan #0313,W,berlin,2018,8146,boston,2019,8178,32,6.93
Aliphine Hassan #0313,W,berlin,2018,8146,london,2019,8191,45,7.36
Aliphine Hassan #0313,W,berlin,2018,8146,chicago,2019,8078,-68,12.88
Aliphine Hassan #0313,W,berlin,2018,8146,nyc,2019,8134,-12,13.57
Aliphine Hassan #0313,W,chicago,2018,8055,tokyo,2019,8058,3,4.83
Aliphine Hassan #0313,W,chicago,2018,8055,boston,2019,8178,123,6.24
Aliphine Hassan #0313,W,chicago,2018,8055,london,2019,8191,136,6.67
Aliphine Hassan #0313,W,chicago,2018,8055,berlin,2019,8104,49,11.73
Aliphine Hassan #0313,W,chicago,2018,8055,nyc,2019,8134,79,12.88
Aliphine Hassan #0313,W,tokyo,2019,8058,boston,2019,8178,120,1.41
Aliphine Hassan #0313,W,tokyo,2019,8058,london,2019,8191,133,1.84
Aliphine Hassan #0313,W,tokyo,2019,8058,berlin,2019,8104,46,6.9
Aliphine Hassan #0313,W,tokyo,2019,8058,chicago,2019,8078,20,7.36
Aliphine Hassan #0313,W,tokyo,2019,8058,nyc,2019,8134,76,8.05
Aliphine Hassan #0313,W,boston,2019,8178,london,2019,8191,13,0.43
Aliphine Hassan #0313,W,boston,2019,8178,berlin,2019,8104,-74,5.49
Aliphine Hassan #0313,W,boston,2019,8178,chicago,2019,8078,-100,5.95
Aliphine Hassan #0313,W,boston,2019,8178,nyc,2019,8134,-44,6.64
Aliphine Hassan #0313,W,london,2019,8191,berlin,2019,8104,-87,5.06
Aliphine Hassan #0313,W,london,2019,8191,chicago,2019,8078,-113,5.52
Aliphine Hassan #0313,W,london,2019,8191,nyc,2019,8134,-57,6.21
Aliphine Hassan #0313,W,berlin,2019,8104,chicago,2019,8078,-26,0.46
Aliphine Hassan #0313,W,berlin,2019,8104,nyc,2019,8134,30,1.15
Aliphine Hassan #0313,W,chicago,2019,8078,nyc,2019,8134,56,0.69
Aliphine Hassan #0313,W,berlin,2021,8060,london,2021,8118,58,0.23
Aliphine Hassan #0313,W,berlin,2021,8060,chicago,2021,8317,257,0.46
Aliphine Hassan #0313,W,berlin,2021,8060,boston,2021,8104,44,0.49
Aliphine Hassan #0313,W,berlin,2021,8060,tokyo,2021,8157,97,0.69
Aliphine Hassan #0313,W,berlin,2021,8060,nyc,2021,8058,-2,1.38
Aliphine Hassan #0313,W,berlin,2021,8060,tokyo,2022,7995,-65,5.29
Aliphine Hassan #0313,W,berlin,2021,8060,boston,2022,8122,62,6.7
Aliphine Hassan #0313,W,berlin,2021,8060,london,2022,8011,-49,12.19
Aliphine Hassan #0313,W,berlin,2021,8060,chicago,2022,8129,69,12.42
Aliphine Hassan #0313,W,berlin,2021,8060,nyc,2022,8361,301,13.34
Aliphine Hassan #0313,W,berlin,2021,8060,tokyo,2023,7855,-205,17.25
Aliphine Hassan #0313,W,london,2021,8118,chicago,2021,8317,199,0.23
Aliphine Hassan #0313,W,london,2021,8118,boston,2021,8104,-14,0.26
Aliphine Hassan #0313,W,london,2021,8118,tokyo,2021,8157,39,0.46
Aliphine Hassan #0313,W,london,2021,8118,nyc,2021,8058,-60,1.15
Aliphine Hassan #0313,W,london,2021,8118,tokyo,2022,7995,-123,5.06
Aliphine Hassan #0313,W,london,2021,8118,boston,2022,8122,4,6.47
Aliphine Hassan #0313,W,london,2021,8118,berlin,2022,8264,146,11.73
Aliphine Hassan #0313,W,london,2021,8118,chicago,2022,8129,11,12.19
Aliphine Hassan #0313,W,london,2021,8118,nyc,2022,8361,243,13.11
Aliphine Hassan #0313,W,london,2021,8118,tokyo,2023,7855,-263,17.02
Aliphine Hassan #0313,W,chicago,2021,8317,boston,2021,8104,-213,0.03
Aliphine Hassan #0313,W,chicago,2021,8317,tokyo,2021,8157,-160,0.23
