athlete_name,country,gender,course,year,date,place,finish_time_seconds
Florence Chepkirui #0146,JPN,W,berlin,2016,2016-09-25,75,8225
Yalemzerf Hassan #0182,NED,W,berlin,2016,2016-09-25,76,8232
Sutume Yehualaw #0179,USA,W,berlin,2016,2016-09-25,77,8232
Vivian Sisson #0291,POL,W,berlin,2016,2016-09-25,78,8233
Yalemzerf Dereje #0180,GBR,W,berlin,2016,2016-09-25,79,8234
Sinead Frey #0364,AUS,W,berlin,2016,2016-09-25,80,8234
Mary Cheruiyot #0071,NED,W,berlin,2016,2016-09-25,81,8236
Sara Cheruiyot #0249,GBR,W,berlin,2016,2016-09-25,82,8237
Lilian Chepngetich #0357,RUS,W,berlin,2016,2016-09-25,83,8239
Brigid Ayana #0230,AUS,W,berlin,2016,2016-09-25,84,8242
Catherine Jepkosgei #0077,ITA,W,berlin,2016,2016-09-25,85,8245
Molly Sisson #0090,KEN,W,berlin,2016,2016-09-25,86,8246
Worknesh Seidel #0091,PRK,W,berlin,2016,2016-09-25,87,8246
Vivian Obiri #0079,GER,W,berlin,2016,2016-09-25,88,8247
Almaz Keitany #0248,PRK,W,berlin,2016,2016-09-25,89,8249
Almaz Kiplagat #0309,BHR,W,berlin,2016,2016-09-25,90,8249
Edna Dibaba #0367,BHR,W,berlin,2016,2016-09-25,91,8249
Letesenbet Seidel #0252,CZE,W,berlin,2016,2016-09-25,92,8254
Sutume Frey #0216,JPN,W,berlin,2016,2016-09-25,93,8254
Tirunesh Hassan #0223,CZE,W,berlin,2016,2016-09-25,94,8254
Florence Reichmann #0156,RUS,W,berlin,2016,2016-09-25,95,8260
Eunice Tuliamuk #0271,CAN,W,berlin,2016,2016-09-25,96,8263
Worknesh Keitany #0316,ISR,W,berlin,2016,2016-09-25,97,8263
Lilian Hassan #0068,ESP,W,berlin,2016,2016-09-25,98,8268
Mary Hassan #0149,ESP,W,berlin,2016,2016-09-25,99,8274
Peres Sisson #0234,ITA,W,berlin,2016,2016-09-25,100,8282
Galen Fauble #0390,ESP,M,berlin,2017,2017-09-24,1,7384
Ayele Robinson #0242,JPN,M,berlin,2017,2017-09-24,2,7405
Eliud Kipchoge #0004,UGA,M,berlin,2017,2017-09-24,3,7449
Lemi Hassan #0301,ETH,M,berlin,2017,2017-09-24,4,7506
Hiroto Abdi #0188,KEN,M,berlin,2017,2017-09-24,5,7508
Carlos Cherop #0298,NED,M,berlin,2017,2017-09-24,6,7514
Lelisa Lemma #0060,CAN,M,berlin,2017,2017-09-24,7,7516
Tamirat Robinson #0084,ITA,M,berlin,2017,2017-09-24,8,7519
Lelisa Cherop #0207,ETH,M,berlin,2017,2017-09-24,9,7524
Cam Levins #0377,GER,M,berlin,2017,2017-09-24,10,7524
Wilson Hailu #0259,ERI,M,berlin,2017,2017-09-24,11,7541
Tamirat Sambu #0348,GER,M,berlin,2017,2017-09-24,12,7552
Wilson Bett #0152,TZA,M,berlin,2017,2017-09-24,13,7558
Eliud Stanley #0079,TZA,M,berlin,2017,2017-09-24,14,7566
Galen Levins #0305,GER,M,berlin,2017,2017-09-24,15,7567
Lawrence Moen #0081,UGA,M,berlin,2017,2017-09-24,16,7569
Ayele Cherono #0281,NED,M,berlin,2017,2017-09-24,17,7577
Kenneth Desisa #0236,ETH,M,berlin,2017,2017-09-24,18,7579
Kenneth Kiptum #0228,NOR,M,berlin,2017,2017-09-24,19,7584
Wilson Abdi #0211,GBR,M,berlin,2017,2017-09-24,20,7585
Lawrence Kiptum #0204,BLR,M,berlin,2017,2017-09-24,21,7591
Lelisa Hailu #0052,USA,M,berlin,2017,2017-09-24,22,7591
Cam Adero #0009,BLR,M,berlin,2017,2017-09-24,23,7606
Ayele Fauble #0208,JPN,M,berlin,2017,2017-09-24,24,7607
Brett Hassan #0058,GER,M,berlin,2017,2017-09-24,25,7609
Kelvin Levins #0005,MAR,M,berlin,2017,2017-09-24,26,7609
Carlos Cherono #0367,UGA,M,berlin,2017,2017-09-24,27,7609
Hiroto Rotich #0245,BHR,M,berlin,2017,2017-09-24,28,7611
Brett Hassan #0159,USA,M,berlin,2017,2017-09-24,29,7612
Kelvin Tola #0346,MAR,M,berlin,2017,2017-09-24,30,7613
Kibrom Cherop #0172,ETH,M,berlin,2017,2017-09-24,31,7619
Yuki Hassan #0277,GBR,M,berlin,2017,2017-09-24,32,7619
Lemi Bett #0392,NOR,M,berlin,2017,2017-09-24,33,7625
Hiroto Bett #0276,UGA,M,berlin,2017,2017-09-24,34,7625
Jared Rupp #0070,GER,M,berlin,2017,2017-09-24,35,7627
Mosinet Sambu #0389,ETH,M,berlin,2017,2017-09-24,36,7628
Lelisa Abdi #0326,BRA,M,berlin,2017,2017-09-24,37,7628
Suguru Moen #0095,NOR,M,berlin,2017,2017-09-24,38,7629
Birhanu Cherono #0230,MAR,M,berlin,2017,2017-09-24,39,7631
Tamirat Bekele #0174,USA,M,berlin,2017,2017-09-24,40,7633
Scott Cherop #0270,ERI,M,berlin,2017,2017-09-24,41,7633
Brett Fauble #0153,KEN,M,berlin,2017,2017-09-24,42,7639
Suguru Hailu #0194,MAR,M,berlin,2017,2017-09-24,43,7641
Geoffrey Farah #0246,GER,M,berlin,2017,2017-09-24,44,7641
Bashir Geremew #0168,ESP,M,berlin,2017,2017-09-24,45,7641
Scott Moen #0024,NED,M,berlin,2017,2017-09-24,46,7646
Kenneth Robinson #0222,CAN,M,berlin,2017,2017-09-24,47,7647
Cam Kipchoge #0234,UGA,M,berlin,2017,2017-09-24,48,7650
Kelvin Lemma #0231,ERI,M,berlin,2017,2017-09-24,49,7651
Kibrom Korir #0015,MAR,M,berlin,2017,2017-09-24,50,7654
Scott Cherono #0340,ERI,M,berlin,2017,2017-09-24,51,7655
Geoffrey Tola #0141,AUS,M,berlin,2017,2017-09-24,52,7656
Conner Ward #0250,MAR,M,berlin,2017,2017-09-24,53,7665
Carlos Cherop #0333,ETH,M,berlin,2017,2017-09-24,54,7666
Ayele Kipsang #0131,BHR,M,berlin,2017,2017-09-24,55,7669
Birhanu Bekele #0094,BHR,M,berlin,2017,2017-09-24,56,7670
Mohamed Cherop #0109,NOR,M,berlin,2017,2017-09-24,57,7675
Mohamed Hassan #0284,NED,M,berlin,2017,2017-09-24,58,7677
Yuki Cherop #0049,GER,M,berlin,2017,2017-09-24,59,7678
Hiroto Geremew #0249,TZA,M,berlin,2017,2017-09-24,60,7680
Kenneth Legese #0066,GER,M,berlin,2017,2017-09-24,61,7681
Conner Bett #0054,CAN,M,berlin,2017,2017-09-24,62,7683
Wilson Cherop #0170,UGA,M,berlin,2017,2017-09-24,63,7684
Kelvin Rotich #0151,TZA,M,berlin,2017,2017-09-24,64,7684
Scott Abdi #0129,AUS,M,berlin,2017,2017-09-24,65,7685
Kibrom Fauble #0303,KEN,M,berlin,2017,2017-09-24,66,7685
Lelisa Kiptum #0144,ETH,M,berlin,2017,2017-09-24,67,7685
Mohamed Korir #0399,UGA,M,berlin,2017,2017-09-24,68,7687
Lelisa Desisa #0243,BLR,M,berlin,2017,2017-09-24,69,7688
Lemi Robinson #0160,BLR,M,berlin,2017,2017-09-24,70,7689
Lawrence Desisa #0071,MAR,M,berlin,2017,2017-09-24,71,7690
Mo Fauble #0213,TZA,M,berlin,2017,2017-09-24,72,7691
Yuki Levins #0142,JPN,M,berlin,2017,2017-09-24,73,7692
Conner Moen #0128,ITA,M,berlin,2017,2017-09-24,74,7693
Mo Legese #0290,BLR,M,berlin,2017,2017-09-24,75,7697
Lawrence Levins #0379,BLR,M,berlin,2017,2017-09-24,76,7697
Mo Desisa #0033,MAR,M,berlin,2017,2017-09-24,77,7701
Hiroto Hassan #0021,ETH,M,berlin,2017,2017-09-24,78,7702
Birhanu Rupp #0025,ETH,M,berlin,2017,2017-09-24,79,7702
Mo Robinson #0238,NOR,M,berlin,2017,2017-09-24,80,7708
Eliud Mutai #0096,JPN,M,berlin,2017,2017-09-24,81,7709
Bashir Farah #0134,KEN,M,berlin,2017,2017-09-24,82,7710
Kenneth Sambu #0293,GER,M,berlin,2017,2017-09-24,83,7710
Conner Korir #0182,BHR,M,berlin,2017,2017-09-24,84,7710
Hiroto Rupp #0113,UGA,M,berlin,2017,2017-09-24,85,7712
Tamirat Tola #0385,BLR,M,berlin,2017,2017-09-24,86,7712
Birhanu Moen #0120,CAN,M,berlin,2017,2017-09-24,87,7715
Kibrom Kipchoge #0345,ESP,M,berlin,2017,2017-09-24,88,7715
Lelisa Desisa #0158,NED,M,berlin,2017,2017-09-24,89,7720
Lemi Stanley #0076,ERI,M,berlin,2017,2017-09-24,90,7721
Mo Kipsang #0072,CAN,M,berlin,2017,2017-09-24,91,7723
Mo Desisa #0197,ITA,M,berlin,2017,2017-09-24,92,7724
Kibrom Cherop #0319,FRA,M,berlin,2017,2017-09-24,93,7730
Yuki Abdi #0050,AUS,M,berlin,2017,2017-09-24,94,7730
Galen Cherono #0393,BLR,M,berlin,2017,2017-09-24,95,7730
Lemi Stanley #0105,FRA,M,berlin,2017,2017-09-24,96,7730
Mohamed Rupp #0253,KEN,M,berlin,2017,2017-09-24,97,7733
Mosinet Moen #0161,AUS,M,berlin,2017,2017-09-24,98,7736
Bashir Kandie #0387,KEN,M,berlin,2017,2017-09-24,99,7739
Galen Lemma #0087,ETH,M,berlin,2017,2017-09-24,100,7745
Tigist Seidel #0264,IRL,W,berlin,2017,2017-09-24,1,8013
Ruth Ayana #0335,GER,W,berlin,2017,2017-09-24,2,8017
Sara Asefa #0348,ITA,W,berlin,2017,2017-09-24,3,8021
Emily Salpeter #0159,ESP,W,berlin,2017,2017-09-24,4,8039
Vivian Jepchirchir #0175,AUS,W,berlin,2017,2017-09-24,5,8047
Lonnie Gemechu #0235,IRL,W,berlin,2017,2017-09-24,6,8055
Catherine Dereje #0231,POL,W,berlin,2017,2017-09-24,7,8064
Brigid Jepchirchir #0337,ITA,W,berlin,2017,2017-09-24,8,8074
Keira Salpeter #0322,GER,W,berlin,2017,2017-09-24,9,8075
Peres Hassan #0027,ISR,W,berlin,2017,2017-09-24,10,8078
Hellen Kosgei #0383,CHN,W,berlin,2017,2017-09-24,11,8087
Molly Sisson #0019,ROU,W,berlin,2017,2017-09-24,12,8100
Eunice Chepkirui #0043,ROU,W,berlin,2017,2017-09-24,13,8104
Brigid Tuliamuk #0325,BHR,W,berlin,2017,2017-09-24,14,8107
Lilian Yehualaw #0103,PRK,W,berlin,2017,2017-09-24,15,8110
Sutume Asefa #0265,CAN,W,berlin,2017,2017-09-24,16,8119
Yalemzerf Diver #0030,CZE,W,berlin,2017,2017-09-24,17,8119
Lonah Diver #0214,JPN,W,berlin,2017,2017-09-24,18,8122
Sifan Cheruiyot #0315,ISR,W,berlin,2017,2017-09-24,19,8122
Lonnie Reichmann #0310,PRK,W,berlin,2017,2017-09-24,20,8125
Sutume Hall #0318,CHN,W,berlin,2017,2017-09-24,21,8131
Vivian Kosgei #0123,ITA,W,berlin,2017,2017-09-24,22,8137
Yalemzerf Dereje #0180,GBR,W,berlin,2017,2017-09-24,23,8150
Aliphine DAmato #0327,BHR,W,berlin,2017,2017-09-24,24,8150
Eunice Obiri #0081,GER,W,berlin,2017,2017-09-24,25,8151
Lilian Frey #0139,RUS,W,berlin,2017,2017-09-24,26,8157
Keira Cheruiyot #0181,AUS,W,berlin,2017,2017-09-24,27,8158
Emily Sisson #0187,CAN,W,berlin,2017,2017-09-24,28,8161
Peres Sisson #0234,ITA,W,berlin,2017,2017-09-24,29,8162
Mary Ndereba #0107,RUS,W,berlin,2017,2017-09-24,30,8166
Emily Gemechu #0197,CHN,W,berlin,2017,2017-09-24,31,8168
Joyciline Jepchirchir #0298,CZE,W,berlin,2017,2017-09-24,32,8172
Molly Sisson #0090,KEN,W,berlin,2017,2017-09-24,33,8172
Sara Reichmann #0177,GER,W,berlin,2017,2017-09-24,34,8176
Keira Reichmann #0379,NED,W,berlin,2017,2017-09-24,35,8177
Peres Sisson #0398,ESP,W,berlin,2017,2017-09-24,36,8179
Joyciline Diver #0289,GBR,W,berlin,2017,2017-09-24,37,8180
Eunice Ayana #0217,ITA,W,berlin,2017,2017-09-24,38,8181
Sifan Gidey #0347,CHN,W,berlin,2017,2017-09-24,39,8182
Mary Cheruiyot #0071,NED,W,berlin,2017,2017-09-24,40,8189
Sifan Jepkosgei #0111,BHR,W,berlin,2017,2017-09-24,41,8189
Sara Seidel #0374,CAN,W,berlin,2017,2017-09-24,42,8189
Almaz Gemechu #0280,PRK,W,berlin,2017,2017-09-24,43,8191
Lonah Cheruiyot #0299,PRK,W,berlin,2017,2017-09-24,44,8194
Brigid Ayana #0230,AUS,W,berlin,2017,2017-09-24,45,8198
Mary Gidey #0390,BHR,W,berlin,2017,2017-09-24,46,8204
Emily Hassan #0387,JPN,W,berlin,2017,2017-09-24,47,8206
Yalemzerf Cheruiyot #0260,CHN,W,berlin,2017,2017-09-24,48,8210
Worknesh Assefa #0244,ROU,W,berlin,2017,2017-09-24,49,8215
Lilian Chepngetich #0357,RUS,W,berlin,2017,2017-09-24,50,8216
Vivian Yehualaw #0241,CHN,W,berlin,2017,2017-09-24,51,8217
Lonnie Ndereba #0340,USA,W,berlin,2017,2017-09-24,52,8220
Worknesh Keitany #0316,ISR,W,berlin,2017,2017-09-24,53,8220
Lonah Hall #0369,CZE,W,berlin,2017,2017-09-24,54,8225
Molly Kiplagat #0233,ROU,W,berlin,2017,2017-09-24,55,8227
Roza Diver #0361,ETH,W,berlin,2017,2017-09-24,56,8228
Florence Chepkirui #0146,JPN,W,berlin,2017,2017-09-24,57,8228
Mary Jepchirchir #0065,AUS,W,berlin,2017,2017-09-24,58,8230
Ruth Degefa #0170,BHR,W,berlin,2017,2017-09-24,59,8230
Emily Seidel #0041,ETH,W,berlin,2017,2017-09-24,60,8238
Hiwot Frey #0266,RUS,W,berlin,2017,2017-09-24,61,8239
Edna Dibaba #0367,BHR,W,berlin,2017,2017-09-24,62,8243
Lonnie Ndereba #0018,ROU,W,berlin,2017,2017-09-24,63,8243
Roza Hassan #0032,CHN,W,berlin,2017,2017-09-24,64,8246
Eunice Dereje #0381,ESP,W,berlin,2017,2017-09-24,65,8254
Sifan Chepngetich #0344,ROU,W,berlin,2017,2017-09-24,66,8254
Lilian Yehualaw #0373,USA,W,berlin,2017,2017-09-24,67,8255
Keira Degefa #0104,JPN,W,berlin,2017,2017-09-24,68,8256
Vivian Hassan #0136,BHR,W,berlin,2017,2017-09-24,69,8262
Roza Hassan #0067,IRL,W,berlin,2017,2017-09-24,70,8263
Almaz Kiplagat #0106,IRL,W,berlin,2017,2017-09-24,71,8263
Roza Hassan #0083,NED,W,berlin,2017,2017-09-24,72,8268
Tirunesh Hassan #0223,CZE,W,berlin,2017,2017-09-24,73,8268
Molly Degefa #0190,ETH,W,berlin,2017,2017-09-24,74,8270
Aliphine Ayana #0062,ETH,W,berlin,2017,2017-09-24,75,8271
Eunice Yehualaw #0333,GER,W,berlin,2017,2017-09-24,76,8271
Tigist Gidey #0158,ESP,W,berlin,2017,2017-09-24,77,8272
Worknesh Diver #0061,GBR,W,berlin,2017,2017-09-24,78,8272
Emily Gidey #0329,IRL,W,berlin,2017,2017-09-24,79,8273
Tirunesh Ayana #0293,AUS,W,berlin,2017,2017-09-24,80,8275
Roza Dibaba #0292,KEN,W,berlin,2017,2017-09-24,81,8275
Brigid Hall #0129,POL,W,berlin,2017,2017-09-24,82,8276
Tigist Dibaba #0188,USA,W,berlin,2017,2017-09-24,83,8276
Sutume Yehualaw #0179,USA,W,berlin,2017,2017-09-24,84,8277
Ruth Dereje #0262,PRK,W,berlin,2017,2017-09-24,85,8278
Lonah Obiri #0202,CHN,W,berlin,2017,2017-09-24,86,8279
Hellen Dibaba #0221,POL,W,berlin,2017,2017-09-24,87,8280
Lilian Degefa #0164,AUS,W,berlin,2017,2017-09-24,88,8280
Sifan Kiplagat #0281,RUS,W,berlin,2017,2017-09-24,89,8281
Worknesh Seidel #0091,PRK,W,berlin,2017,2017-09-24,90,8283
Florence Reichmann #0156,RUS,W,berlin,2017,2017-09-24,91,8285
Lilian Yehualaw #0049,RUS,W,berlin,2017,2017-09-24,92,8288
Eunice Tuliamuk #0271,CAN,W,berlin,2017,2017-09-24,93,8295
Mary Hassan #0149,ESP,W,berlin,2017,2017-09-24,94,8298
Catherine Jepkosgei #0077,ITA,W,berlin,2017,2017-09-24,95,8299
Letesenbet Seidel #0252,CZE,W,berlin,2017,2017-09-24,96,8303
Almaz Keitany #0248,PRK,W,berlin,2017,2017-09-24,97,8304
Lilian Ndereba #0220,ETH,W,berlin,2017,2017-09-24,98,8312
Florence Jepkosgei #0274,JPN,W,berlin,2017,2017-09-24,99,8318
Peres Sisson #0303,AUS,W,berlin,2017,2017-09-24,100,8319
Lawrence Kiptum #0204,BLR,M,berlin,2018,2018-09-16,1,7407
Mohamed Cherop #0109,NOR,M,berlin,2018,2018-09-16,2,7442
Bashir Hailu #0384,ITA,M,berlin,2018,2018-09-16,3,7454
Suguru Moen #0095,NOR,M,berlin,2018,2018-09-16,4,7479
Kibrom Korir #0102,FRA,M,berlin,2018,2018-09-16,5,7495
Lawrence Desisa #0071,MAR,M,berlin,2018,2018-09-16,6,7499
Hiroto Geremew #0249,TZA,M,berlin,2018,2018-09-16,7,7503
Lemi Hassan #0301,ETH,M,berlin,2018,2018-09-16,8,7505
Scott Abdi #0129,AUS,M,berlin,2018,2018-09-16,9,7507
Eliud Ward #0119,JPN,M,berlin,2018,2018-09-16,10,7507
Galen Bekele #0173,BLR,M,berlin,2018,2018-09-16,11,7512
Yuki Levins #0142,JPN,M,berlin,2018,2018-09-16,12,7512
Kelvin Levins #0005,MAR,M,berlin,2018,2018-09-16,13,7524
Tamirat Sambu #0348,GER,M,berlin,2018,2018-09-16,14,7526
Ayele Fauble #0208,JPN,M,berlin,2018,2018-09-16,15,7532
Yuki Levins #0363,NED,M,berlin,2018,2018-09-16,16,7532
Galen Fauble #0390,ESP,M,berlin,2018,2018-09-16,17,7534
Carlos Moen #0317,TZA,M,berlin,2018,2018-09-16,18,7536
Kibrom Tola #0187,AUS,M,berlin,2018,2018-09-16,19,7542
Hiroto Hassan #0021,ETH,M,berlin,2018,2018-09-16,20,7544
Kibrom Kipchoge #0345,ESP,M,berlin,2018,2018-09-16,21,7545
Tamirat Bekele #0174,USA,M,berlin,2018,2018-09-16,22,7548
Wilson Bett #0152,TZA,M,berlin,2018,2018-09-16,23,7548
Mo Robinson #0238,NOR,M,berlin,2018,2018-09-16,24,7550
Carlos Cherop #0333,ETH,M,berlin,2018,2018-09-16,25,7553
Suguru Hailu #0194,MAR,M,berlin,2018,2018-09-16,26,7556
Mohamed Rupp #0253,KEN,M,berlin,2018,2018-09-16,27,7566
Kenneth Sambu #0293,GER,M,berlin,2018,2018-09-16,28,7568
Tamirat Robinson #0084,ITA,M,berlin,2018,2018-09-16,29,7568
Birhanu Desisa #0115,KEN,M,berlin,2018,2018-09-16,30,7570
Eliud Mutai #0096,JPN,M,berlin,2018,2018-09-16,31,7573
Wilson Moen #0235,MAR,M,berlin,2018,2018-09-16,32,7576
Jared Mutai #0336,ITA,M,berlin,2018,2018-09-16,33,7577
Lelisa Abdi #0326,BRA,M,berlin,2018,2018-09-16,34,7577
Wilson Hailu #0259,ERI,M,berlin,2018,2018-09-16,35,7582
Birhanu Cherono #0230,MAR,M,berlin,2018,2018-09-16,36,7584
Ayele Kipsang #0131,BHR,M,berlin,2018,2018-09-16,37,7584
Lelisa Hailu #0052,USA,M,berlin,2018,2018-09-16,38,7588
Cam Adero #0009,BLR,M,berlin,2018,2018-09-16,39,7588
Cam Levins #0377,GER,M,berlin,2018,2018-09-16,40,7589
Galen Kipsang #0146,BLR,M,berlin,2018,2018-09-16,41,7603
Lemi Levins #0001,UGA,M,berlin,2018,2018-09-16,42,7604
Ayele Cherono #0281,NED,M,berlin,2018,2018-09-16,43,7611
Hiroto Adero #0332,GBR,M,berlin,2018,2018-09-16,44,7611
Galen Levins #0305,GER,M,berlin,2018,2018-09-16,45,7613
Carlos Cherop #0298,NED,M,berlin,2018,2018-09-16,46,7615
Birhanu Bekele #0094,BHR,M,berlin,2018,2018-09-16,47,7616
Yuki Hassan #0277,GBR,M,berlin,2018,2018-09-16,48,7618
Stephen Mutai #0127,ERI,M,berlin,2018,2018-09-16,49,7619
Mo Kipsang #0072,CAN,M,berlin,2018,2018-09-16,50,7624
Mo Desisa #0033,MAR,M,berlin,2018,2018-09-16,51,7624
Hiroto Kiptum #0383,ESP,M,berlin,2018,2018-09-16,52,7625
Wilson Geremew #0135,KEN,M,berlin,2018,2018-09-16,53,7625
Sisay Bekele #0104,CAN,M,berlin,2018,2018-09-16,54,7627
Ayele Cherono #0038,BLR,M,berlin,2018,2018-09-16,55,7628
Scott Cherop #0270,ERI,M,berlin,2018,2018-09-16,56,7632
Conner Fauble #0086,ITA,M,berlin,2018,2018-09-16,57,7640
Carlos Korir #0031,USA,M,berlin,2018,2018-09-16,58,7641
Eliud Geremew #0239,FRA,M,berlin,2018,2018-09-16,59,7642
Mosinet Cherono #0358,KEN,M,berlin,2018,2018-09-16,60,7643
Lelisa Robinson #0097,ITA,M,berlin,2018,2018-09-16,61,7649
Ayele Robinson #0242,JPN,M,berlin,2018,2018-09-16,62,7649
Lemi Bekele #0199,UGA,M,berlin,2018,2018-09-16,63,7649
Geoffrey Stanley #0165,USA,M,berlin,2018,2018-09-16,64,7650
Carlos Cherono #0367,UGA,M,berlin,2018,2018-09-16,65,7651
Sondre Korir #0297,ESP,M,berlin,2018,2018-09-16,66,7652
Mosinet Sambu #0389,ETH,M,berlin,2018,2018-09-16,67,7653
Hiroto Rupp #0113,UGA,M,berlin,2018,2018-09-16,68,7653
Lelisa Cherop #0207,ETH,M,berlin,2018,2018-09-16,69,7653
Lemi Bett #0392,NOR,M,berlin,2018,2018-09-16,70,7653
Bashir Farah #0134,KEN,M,berlin,2018,2018-09-16,71,7660
Jared Rupp #0070,GER,M,berlin,2018,2018-09-16,72,7663
Mosinet Kiptum #0206,ETH,M,berlin,2018,2018-09-16,73,7664
Geoffrey Farah #0246,GER,M,berlin,2018,2018-09-16,74,7667
Conner Moen #0128,ITA,M,berlin,2018,2018-09-16,75,7668
Lelisa Lemma #0060,CAN,M,berlin,2018,2018-09-16,76,7668
Tamirat Tola #0385,BLR,M,berlin,2018,2018-09-16,77,7670
Birhanu Moen #0120,CAN,M,berlin,2018,2018-09-16,78,7674
Hiroto Bett #0276,UGA,M,berlin,2018,2018-09-16,79,7681
Lemi Kandie #0100,MAR,M,berlin,2018,2018-09-16,80,7681
Jared Lopes #0285,ETH,M,berlin,2018,2018-09-16,81,7682
Lelisa Desisa #0243,BLR,M,berlin,2018,2018-09-16,82,7687
Scott Robinson #0195,NOR,M,berlin,2018,2018-09-16,83,7689
Lawrence Lemma #0315,BRA,M,berlin,2018,2018-09-16,84,7689
Kelvin Hailu #0382,BRA,M,berlin,2018,2018-09-16,85,7690
Birhanu Rupp #0025,ETH,M,berlin,2018,2018-09-16,86,7691
Galen Hassan #0106,NED,M,berlin,2018,2018-09-16,87,7696
Lelisa Desisa #0158,NED,M,berlin,2018,2018-09-16,88,7697
Kenneth Kipsang #0037,ERI,M,berlin,2018,2018-09-16,89,7703
Brett Hassan #0159,USA,M,berlin,2018,2018-09-16,90,7705
Conner Geremew #0219,NOR,M,berlin,2018,2018-09-16,91,7708
Conner Korir #0182,BHR,M,berlin,2018,2018-09-16,92,7708
Scott Cherono #0340,ERI,M,berlin,2018,2018-09-16,93,7712
Lemi Robinson #0160,BLR,M,berlin,2018,2018-09-16,94,7715
Kibrom Korir #0015,MAR,M,berlin,2018,2018-09-16,95,7715
Jared Robinson #0082,BLR,M,berlin,2018,2018-09-16,96,7715
Kibrom Adero #0133,GER,M,berlin,2018,2018-09-16,97,7716
Bashir Sambu #0179,USA,M,berlin,2018,2018-09-16,98,7717
Mo Farah #0380,AUS,M,berlin,2018,2018-09-16,99,7717
Lelisa Tola #0223,USA,M,berlin,2018,2018-09-16,100,7718
Peres Sisson #0398,ESP,W,berlin,2018,2018-09-16,1,7935
Yalemzerf Diver #0030,CZE,W,berlin,2018,2018-09-16,2,7997
Keira Frey #0176,AUS,W,berlin,2018,2018-09-16,3,8005
Keira Salpeter #0322,GER,W,berlin,2018,2018-09-16,4,8036
Sifan Jepkosgei #0111,BHR,W,berlin,2018,2018-09-16,5,8038
Emily Seidel #0041,ETH,W,berlin,2018,2018-09-16,6,8039
Eunice Chepkirui #0043,ROU,W,berlin,2018,2018-09-16,7,8056
Tigist Hall #0003,ESP,W,berlin,2018,2018-09-16,8,8069
Lonah Cheruiyot #0299,PRK,W,berlin,2018,2018-09-16,9,8076
Roza Hassan #0032,CHN,W,berlin,2018,2018-09-16,10,8077
Peres Hassan #0027,ISR,W,berlin,2018,2018-09-16,11,8077
Roza Hassan #0067,IRL,W,berlin,2018,2018-09-16,12,8078
Tigist Yehualaw #0232,KEN,W,berlin,2018,2018-09-16,13,8086
Sutume Frey #0216,JPN,W,berlin,2018,2018-09-16,14,8088
Catherine Dereje #0231,POL,W,berlin,2018,2018-09-16,15,8093
Tigist Dibaba #0188,USA,W,berlin,2018,2018-09-16,16,8095
Ruth Ayana #0335,GER,W,berlin,2018,2018-09-16,17,8098
Keira Degefa #0104,JPN,W,berlin,2018,2018-09-16,18,8104
Brigid Obiri #0213,PRK,W,berlin,2018,2018-09-16,19,8108
Florence Chepkirui #0146,JPN,W,berlin,2018,2018-09-16,20,8111
Tigist Gidey #0158,ESP,W,berlin,2018,2018-09-16,21,8114
Vivian Kosgei #0123,ITA,W,berlin,2018,2018-09-16,22,8120
Sifan Diver #0031,CZE,W,berlin,2018,2018-09-16,23,8123
Molly Kiplagat #0192,RUS,W,berlin,2018,2018-09-16,24,8123
Letesenbet Jepkosgei #0160,GER,W,berlin,2018,2018-09-16,25,8124
Emily Sisson #0187,CAN,W,berlin,2018,2018-09-16,26,8125
Lonnie Reichmann #0310,PRK,W,berlin,2018,2018-09-16,27,8132
Roza Hassan #0083,NED,W,berlin,2018,2018-09-16,28,8133
Yalemzerf Dereje #0180,GBR,W,berlin,2018,2018-09-16,29,8140
Sara Cheruiyot #0249,GBR,W,berlin,2018,2018-09-16,30,8140
Vivian Jepchirchir #0175,AUS,W,berlin,2018,2018-09-16,31,8143
Lonnie DAmato #0269,CAN,W,berlin,2018,2018-09-16,32,8144
Aliphine Hassan #0313,KEN,W,berlin,2018,2018-09-16,33,8146
Tirunesh Diver #0144,ETH,W,berlin,2018,2018-09-16,34,8150
Brigid Tuliamuk #0325,BHR,W,berlin,2018,2018-09-16,35,8153
Eunice Tuliamuk #0271,CAN,W,berlin,2018,2018-09-16,36,8153
Tirunesh Kiplagat #0124,ISR,W,berlin,2018,2018-09-16,37,8161
Lonnie Gemechu #0235,IRL,W,berlin,2018,2018-09-16,38,8162
Molly Sisson #0090,KEN,W,berlin,2018,2018-09-16,39,8164
Sifan Cheruiyot #0315,ISR,W,berlin,2018,2018-09-16,40,8170
Emily Salpeter #0159,ESP,W,berlin,2018,2018-09-16,41,8171
Joyciline Hall #0057,IRL,W,berlin,2018,2018-09-16,42,8174
Keira Reichmann #0379,NED,W,berlin,2018,2018-09-16,43,8175
Peres Sisson #0303,AUS,W,berlin,2018,2018-09-16,44,8179
Lilian Degefa #0164,AUS,W,berlin,2018,2018-09-16,45,8179
Lonah Obiri #0202,CHN,W,berlin,2018,2018-09-16,46,8180
Lonnie Ndereba #0340,USA,W,berlin,2018,2018-09-16,47,8181
Tigist Salpeter #0323,CHN,W,berlin,2018,2018-09-16,48,8181
Brigid Hall #0129,POL,W,berlin,2018,2018-09-16,49,8185
